date	Estimated	Actual
30/10/2017	7.5	0
31/10/2017	7.5	0
01/11/2017	7.5	0
02/11/2017	7.5	0
03/11/2017	7.5	0
04/11/2017	0	0
05/11/2017	0	0
06/11/2017	7.5	0
07/11/2017	7.5	0
08/11/2017	7.5
09/11/2017	7.5
10/11/2017	7.5
11/11/2017	0
12/11/2017	0
13/11/2017	7.5
14/11/2017	7.5
15/11/2017	7.5
16/11/2017	7.5
17/11/2017	7.5
18/11/2017	0
19/11/2017	0
20/11/2017	7.5
21/11/2017	7.5
22/11/2017	7.5
23/11/2017	7.5
24/11/2017	7.5
25/11/2017	0
26/11/2017	0
27/11/2017	7.5
28/11/2017	7.5
29/11/2017	7.5
30/11/2017	7.5
01/12/2017	7.5
02/12/2017	0
03/12/2017	0
04/12/2017	7.5
05/12/2017	7.5
06/12/2017	7.5
07/12/2017	7.5
08/12/2017	7.5
09/12/2017	0
10/12/2017	0
11/12/2017	7.5
12/12/2017	7.5
13/12/2017	7.5
14/12/2017	7.5
15/12/2017	7.5
16/12/2017	0
17/12/2017	0
18/12/2017	7.5
19/12/2017	7.5
20/12/2017	7.5
21/12/2017	7.5
22/12/2017	7.5
23/12/2017	0
24/12/2017	0
25/12/2017	7.5
26/12/2017	7.5
27/12/2017	7.5
28/12/2017	7.5
29/12/2017	7.5
30/12/2017	0
31/12/2017	0
01/01/2018	7.5
02/01/2018	7.5
03/01/2018	7.5
04/01/2018	7.5
05/01/2018	7.5
06/01/2018	0
07/01/2018	0
08/01/2018	7.5
09/01/2018	7.5
10/01/2018	7.5
11/01/2018	7.5
12/01/2018	7.5
13/01/2018	0
14/01/2018	0
15/01/2018	7.5
16/01/2018	7.5
17/01/2018	7.5
18/01/2018	7.5
19/01/2018	7.5
20/01/2018	0
21/01/2018	0
22/01/2018	7.5
23/01/2018	7.5
24/01/2018	7.5
25/01/2018	7.5
26/01/2018	7.5
27/01/2018	0
28/01/2018	0
29/01/2018	7.5
30/01/2018	7.5
31/01/2018	7.5
01/02/2018	7.5
02/02/2018	7.5
03/02/2018	0
04/02/2018	0
05/02/2018	7.5
06/02/2018	7.5
07/02/2018	7.5
08/02/2018	7.5
09/02/2018	7.5
10/02/2018	0
11/02/2018	0
12/02/2018	7.5
13/02/2018	7.5
14/02/2018	7.5
15/02/2018	7.5
16/02/2018	7.5
17/02/2018	0
18/02/2018	0
19/02/2018	7.5
20/02/2018	7.5
21/02/2018	7.5
22/02/2018	7.5
23/02/2018	7.5
24/02/2018	0
25/02/2018	0
26/02/2018	7.5
27/02/2018	7.5
28/02/2018	7.5
01/03/2018	7.5
02/03/2018	7.5
03/03/2018	0
04/03/2018	0
05/03/2018	7.5
06/03/2018	7.5
07/03/2018	7.5
08/03/2018	7.5
09/03/2018	7.5
10/03/2018	0
11/03/2018	0
12/03/2018	7.5
13/03/2018	7.5
14/03/2018	7.5
15/03/2018	7.5
16/03/2018	7.5
17/03/2018	0
18/03/2018	0
19/03/2018	7.5
20/03/2018	7.5
21/03/2018	7.5
22/03/2018	7.5
23/03/2018	7.5
24/03/2018	0
25/03/2018	0
26/03/2018	7.5
27/03/2018	7.5
28/03/2018	7.5
29/03/2018	7.5
30/03/2018	7.5
31/03/2018	0
01/04/2018	0
02/04/2018	7.5
03/04/2018	7.5
04/04/2018	7.5
05/04/2018	7.5
06/04/2018	7.5
07/04/2018	0
08/04/2018	0
09/04/2018	7.5
10/04/2018	7.5
11/04/2018	7.5
12/04/2018	7.5
13/04/2018	7.5
14/04/2018	0
15/04/2018	0
16/04/2018	7.5
17/04/2018	7.5
18/04/2018	7.5
19/04/2018	7.5
20/04/2018	7.5
21/04/2018	0
22/04/2018	0
23/04/2018	7.5
24/04/2018	7.5
25/04/2018	7.5
26/04/2018	7.5
27/04/2018	7.5
28/04/2018	0
29/04/2018	0
30/04/2018	7.5
01/05/2018	7.5
02/05/2018	7.5
03/05/2018	7.5
04/05/2018	7.5
05/05/2018	0
06/05/2018	0
07/05/2018	7.5
08/05/2018	7.5
09/05/2018	7.5
10/05/2018	7.5
11/05/2018	7.5
12/05/2018	0
13/05/2018	0
14/05/2018	7.5
15/05/2018	7.5
16/05/2018	7.5
17/05/2018	7.5
18/05/2018	7.5
19/05/2018	0
20/05/2018	0
21/05/2018	7.5
22/05/2018	7.5
23/05/2018	7.5
24/05/2018	7.5
25/05/2018	7.5
26/05/2018	0
27/05/2018	0
28/05/2018	7.5
29/05/2018	7.5
30/05/2018	7.5
31/05/2018	7.5
01/06/2018	7.5
02/06/2018	0
03/06/2018	0
04/06/2018	7.5
05/06/2018	7.5
06/06/2018	7.5
07/06/2018	7.5
08/06/2018	7.5
09/06/2018	0
10/06/2018	0
11/06/2018	7.5
12/06/2018	7.5
13/06/2018	7.5
14/06/2018	7.5
15/06/2018	7.5
16/06/2018	0
17/06/2018	0
18/06/2018	7.5
19/06/2018	7.5
20/06/2018	7.5
21/06/2018	7.5
22/06/2018	7.5
23/06/2018	0
24/06/2018	0
25/06/2018	7.5
26/06/2018	7.5
27/06/2018	7.5
28/06/2018	7.5
29/06/2018	7.5
30/06/2018	0	
